-90.77224503,47.60965688
-90.77325863,47.61075345
-90.77244775,47.61006809
-90.43604193,47.73256813
-90.42501636,47.73453979
-90.33460283,47.76532723
-90.26737951,47.76702215
-90.20147585,47.77600067
-90.17323865,47.78890296
-90.13329374,47.79577622
-90.10516022,47.79860756
-90.09270441,47.80570607
-90.0612863,47.822107
-90.4292,47.7341
-90.4114,47.7371
-90.4363,47.7328
-90.443,47.7254
-90.3824,47.743
-90.2093,47.7767
-90.3906,47.7417
-90.1907,47.7786
-90.2205,47.7771
-90.1286,47.7965
-90.201,47.7763
-90.3318,47.7671
-90.1056,47.799
-90.3309,47.7689
-90.4429,47.7319
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,